"","celltype"
"cell_46068","Pharyngeal mesoderm"
"cell_46069","ExE endoderm"
"cell_46070","Blood progenitors 2"
"cell_46071","Anterior Primitive Streak"
"cell_46072","ExE endoderm"
"cell_46073","Mesenchyme"
"cell_46074",NA
"cell_46075","Caudal epiblast"
"cell_46076","ExE ectoderm"
"cell_46077","Mesenchyme"
"cell_46078","ExE endoderm"
"cell_46079",NA
"cell_46080","ExE endoderm"
"cell_46081","ExE endoderm"
"cell_46082",NA
"cell_46083","ExE ectoderm"
"cell_46084","Rostral neurectoderm"
"cell_46085","ExE mesoderm"
"cell_46086","Mixed mesoderm"
"cell_46087","Epiblast"
"cell_46088","Nascent mesoderm"
"cell_46089","Epiblast"
"cell_46090","Blood progenitors 2"
"cell_46091",NA
"cell_46092","ExE ectoderm"
"cell_46093","Mesenchyme"
"cell_46094","Endothelium"
"cell_46095","Caudal epiblast"
"cell_46096","Visceral endoderm"
"cell_46097","ExE endoderm"
"cell_46098","Visceral endoderm"
"cell_46099","Pharyngeal mesoderm"
"cell_46100","Surface ectoderm"
"cell_46101",NA
"cell_46102",NA
"cell_46103","ExE ectoderm"
"cell_46104","Primitive Streak"
"cell_46105","Epiblast"
"cell_46106","Rostral neurectoderm"
"cell_46107","Rostral neurectoderm"
"cell_46108","Rostral neurectoderm"
"cell_46109","ExE endoderm"
"cell_46110","ExE ectoderm"
"cell_46111","Surface ectoderm"
"cell_46112","Epiblast"
"cell_46113","Nascent mesoderm"
"cell_46114","Rostral neurectoderm"
"cell_46115","Rostral neurectoderm"
"cell_46116","Rostral neurectoderm"
"cell_46117","ExE endoderm"
"cell_46118",NA
"cell_46119","Mixed mesoderm"
"cell_46120","Mesenchyme"
"cell_46121","Rostral neurectoderm"
"cell_46122","Mesenchyme"
"cell_46123",NA
"cell_46124","PGC"
"cell_46125","ExE ectoderm"
"cell_46126","Epiblast"
"cell_46127","ExE ectoderm"
"cell_46128","Epiblast"
"cell_46129","ExE endoderm"
"cell_46130","Visceral endoderm"
"cell_46131","ExE endoderm"
"cell_46132","ExE ectoderm"
"cell_46133","Rostral neurectoderm"
"cell_46134","ExE endoderm"
"cell_46135","Haematoendothelial progenitors"
"cell_46136","Primitive Streak"
"cell_46137","Primitive Streak"
"cell_46138",NA
"cell_46139","Blood progenitors 2"
"cell_46140","Epiblast"
"cell_46141","Rostral neurectoderm"
"cell_46142","Mixed mesoderm"
"cell_46143","Mixed mesoderm"
"cell_46144","Mixed mesoderm"
"cell_46145","Epiblast"
"cell_46146",NA
"cell_46147","Primitive Streak"
"cell_46148","ExE endoderm"
"cell_46149","ExE endoderm"
"cell_46150","Intermediate mesoderm"
"cell_46151","ExE ectoderm"
"cell_46152","Epiblast"
"cell_46153","Intermediate mesoderm"
"cell_46154","Nascent mesoderm"
"cell_46155","Epiblast"
"cell_46156","Visceral endoderm"
"cell_46157","Primitive Streak"
"cell_46158","Nascent mesoderm"
"cell_46159","Blood progenitors 1"
"cell_46160","ExE ectoderm"
"cell_46161","Epiblast"
"cell_46162","Visceral endoderm"
"cell_46163","Mixed mesoderm"
"cell_46164","ExE ectoderm"
"cell_46165","ExE endoderm"
"cell_46166","Nascent mesoderm"
"cell_46167","Blood progenitors 2"
"cell_46168",NA
"cell_46169","Rostral neurectoderm"
"cell_46170","Blood progenitors 2"
"cell_46171","Nascent mesoderm"
"cell_46172","ExE endoderm"
"cell_46173","ExE endoderm"
"cell_46174","ExE endoderm"
"cell_46175","ExE endoderm"
"cell_46176","ExE endoderm"
"cell_46177","Nascent mesoderm"
"cell_46178","Mesenchyme"
"cell_46179","ExE endoderm"
"cell_46180",NA
"cell_46181","ExE endoderm"
"cell_46182","Epiblast"
"cell_46183","ExE endoderm"
"cell_46184","Nascent mesoderm"
"cell_46185","Mesenchyme"
"cell_46186","Intermediate mesoderm"
"cell_46187",NA
"cell_46188","Nascent mesoderm"
"cell_46189",NA
"cell_46190","Epiblast"
"cell_46191","Rostral neurectoderm"
"cell_46192","Mesenchyme"
"cell_46193",NA
"cell_46194","Rostral neurectoderm"
"cell_46195","Epiblast"
"cell_46196","Blood progenitors 1"
"cell_46197","ExE endoderm"
"cell_46198",NA
"cell_46199","ExE mesoderm"
"cell_46200","ExE ectoderm"
"cell_46201","Mixed mesoderm"
"cell_46202","ExE endoderm"
"cell_46203","Haematoendothelial progenitors"
"cell_46204","Mixed mesoderm"
"cell_46205","ExE endoderm"
"cell_46206",NA
"cell_46207",NA
"cell_46208","Caudal epiblast"
"cell_46209",NA
"cell_46210","ExE endoderm"
"cell_46211","Intermediate mesoderm"
"cell_46212","Primitive Streak"
"cell_46213","Mixed mesoderm"
"cell_46214","Primitive Streak"
"cell_46215","ExE ectoderm"
"cell_46216","Rostral neurectoderm"
"cell_46217","ExE ectoderm"
"cell_46218","Epiblast"
"cell_46219","Primitive Streak"
"cell_46220","Epiblast"
"cell_46221","Caudal epiblast"
"cell_46222","Mesenchyme"
"cell_46223","Rostral neurectoderm"
"cell_46224",NA
"cell_46225",NA
"cell_46226","Anterior Primitive Streak"
"cell_46227","Primitive Streak"
"cell_46228","Primitive Streak"
"cell_46229","ExE endoderm"
"cell_46230","Epiblast"
"cell_46231","Primitive Streak"
"cell_46232","ExE ectoderm"
"cell_46233","Caudal epiblast"
"cell_46234","ExE endoderm"
"cell_46235",NA
"cell_46236","Nascent mesoderm"
"cell_46237","Gut"
"cell_46238","ExE ectoderm"
"cell_46239","ExE ectoderm"
"cell_46240","ExE endoderm"
"cell_46241","Caudal epiblast"
"cell_46242",NA
"cell_46243","Blood progenitors 2"
"cell_46244",NA
"cell_46245","ExE endoderm"
"cell_46246","Caudal epiblast"
"cell_46247","Epiblast"
"cell_46248","Paraxial mesoderm"
"cell_46249","ExE ectoderm"
"cell_46250","Caudal epiblast"
"cell_46251","Nascent mesoderm"
"cell_46252","Rostral neurectoderm"
"cell_46253","ExE ectoderm"
"cell_46254","ExE endoderm"
"cell_46255","ExE ectoderm"
"cell_46256","PGC"
"cell_46257","Notochord"
"cell_46258","Blood progenitors 2"
"cell_46259","ExE ectoderm"
"cell_46260","ExE endoderm"
"cell_46261","Blood progenitors 2"
"cell_46262",NA
"cell_46263","Primitive Streak"
"cell_46264","ExE endoderm"
"cell_46265","Rostral neurectoderm"
"cell_46266","Caudal epiblast"
"cell_46267","ExE endoderm"
"cell_46268","ExE endoderm"
"cell_46269","Mesenchyme"
"cell_46270","Rostral neurectoderm"
"cell_46271","Epiblast"
"cell_46272",NA
"cell_46273","Mixed mesoderm"
"cell_46274","Primitive Streak"
"cell_46275","Nascent mesoderm"
"cell_46276","ExE ectoderm"
"cell_46277","ExE endoderm"
"cell_46278","Paraxial mesoderm"
"cell_46279","ExE ectoderm"
"cell_46280","ExE endoderm"
"cell_46281","Epiblast"
"cell_46282","Paraxial mesoderm"
"cell_46283","Nascent mesoderm"
"cell_46284","Mixed mesoderm"
"cell_46285","Mesenchyme"
"cell_46286","Epiblast"
"cell_46287","Primitive Streak"
"cell_46288","ExE ectoderm"
"cell_46289","Rostral neurectoderm"
"cell_46290","Rostral neurectoderm"
"cell_46291","ExE ectoderm"
"cell_46292","Surface ectoderm"
"cell_46293","Def. endoderm"
"cell_46294","Primitive Streak"
"cell_46295","ExE ectoderm"
"cell_46296",NA
"cell_46297","ExE endoderm"
"cell_46298",NA
"cell_46299","Primitive Streak"
"cell_46300","ExE mesoderm"
"cell_46301","ExE endoderm"
"cell_46302","Mesenchyme"
"cell_46303","Caudal epiblast"
"cell_46304","ExE endoderm"
"cell_46305","ExE ectoderm"
"cell_46306",NA
"cell_46307","ExE mesoderm"
"cell_46308","Epiblast"
"cell_46309","Epiblast"
"cell_46310","Nascent mesoderm"
"cell_46311","Allantois"
"cell_46312","ExE ectoderm"
"cell_46313",NA
"cell_46314","Paraxial mesoderm"
"cell_46315","ExE ectoderm"
"cell_46316","Blood progenitors 2"
"cell_46317","Caudal epiblast"
"cell_46318","ExE endoderm"
"cell_46319",NA
"cell_46320","Nascent mesoderm"
"cell_46321","Blood progenitors 2"
"cell_46322","Primitive Streak"
"cell_46323",NA
"cell_46324","ExE ectoderm"
"cell_46325",NA
"cell_46326","ExE endoderm"
"cell_46327",NA
"cell_46328","Rostral neurectoderm"
"cell_46329","ExE ectoderm"
"cell_46330","Notochord"
"cell_46331","ExE endoderm"
"cell_46332","ExE endoderm"
"cell_46333",NA
"cell_46334","Caudal epiblast"
"cell_46335","Haematoendothelial progenitors"
"cell_46336",NA
"cell_46337","Blood progenitors 1"
"cell_46338","Mixed mesoderm"
"cell_46339","Intermediate mesoderm"
"cell_46340",NA
"cell_46341","Epiblast"
"cell_46342","Visceral endoderm"
"cell_46343","ExE endoderm"
"cell_46344","Rostral neurectoderm"
"cell_46345","Nascent mesoderm"
"cell_46346","Visceral endoderm"
"cell_46347",NA
"cell_46348",NA
"cell_46349","Nascent mesoderm"
"cell_46350","Epiblast"
"cell_46351","ExE mesoderm"
"cell_46352","Caudal neurectoderm"
"cell_46353","ExE endoderm"
"cell_46354","Mixed mesoderm"
"cell_46355","Gut"
"cell_46356","ExE ectoderm"
"cell_46357",NA
"cell_46358","Epiblast"
"cell_46359","Gut"
"cell_46360",NA
"cell_46361","Haematoendothelial progenitors"
"cell_46362","Primitive Streak"
"cell_46363","Nascent mesoderm"
"cell_46364",NA
"cell_46365","ExE endoderm"
"cell_46366","Caudal epiblast"
"cell_46367","Epiblast"
"cell_46368","Epiblast"
"cell_46369","Nascent mesoderm"
"cell_46370","ExE ectoderm"
"cell_46371","Surface ectoderm"
"cell_46372","ExE ectoderm"
"cell_46373",NA
"cell_46374","ExE mesoderm"
"cell_46375","ExE ectoderm"
"cell_46376","ExE endoderm"
"cell_46377","ExE mesoderm"
"cell_46378","ExE ectoderm"
"cell_46379","Mesenchyme"
"cell_46380","Epiblast"
"cell_46381","Rostral neurectoderm"
"cell_46382",NA
"cell_46383",NA
"cell_46384","ExE endoderm"
"cell_46385","Epiblast"
"cell_46386","Primitive Streak"
"cell_46387","Notochord"
"cell_46388","Mixed mesoderm"
"cell_46389","ExE ectoderm"
"cell_46390","ExE ectoderm"
"cell_46391","ExE endoderm"
"cell_46392","Primitive Streak"
"cell_46393","Primitive Streak"
"cell_46394","ExE ectoderm"
"cell_46395","Rostral neurectoderm"
"cell_46396","Rostral neurectoderm"
"cell_46397","Mesenchyme"
"cell_46398","Surface ectoderm"
"cell_46399",NA
"cell_46400","Haematoendothelial progenitors"
"cell_46401",NA
"cell_46402","Primitive Streak"
"cell_46403","Primitive Streak"
"cell_46404","ExE endoderm"
"cell_46405","Primitive Streak"
"cell_46406",NA
"cell_46407","ExE endoderm"
"cell_46408","Epiblast"
"cell_46409","Primitive Streak"
"cell_46410","Caudal neurectoderm"
"cell_46411","ExE endoderm"
"cell_46412","Blood progenitors 1"
"cell_46413","ExE ectoderm"
"cell_46414",NA
"cell_46415","Blood progenitors 2"
"cell_46416","Rostral neurectoderm"
"cell_46417","Epiblast"
"cell_46418","Caudal epiblast"
"cell_46419","ExE endoderm"
"cell_46420","Gut"
"cell_46421","Nascent mesoderm"
"cell_46422","Mesenchyme"
"cell_46423",NA
"cell_46424","ExE endoderm"
"cell_46425","Nascent mesoderm"
"cell_46426","ExE endoderm"
"cell_46427","Rostral neurectoderm"
"cell_46428","ExE endoderm"
"cell_46429","ExE endoderm"
"cell_46430","ExE endoderm"
"cell_46431","Rostral neurectoderm"
"cell_46432","ExE endoderm"
"cell_46433","Primitive Streak"
"cell_46434","Blood progenitors 1"
"cell_46435","Nascent mesoderm"
"cell_46436","Blood progenitors 1"
"cell_46437","Rostral neurectoderm"
"cell_46438","ExE ectoderm"
"cell_46439",NA
"cell_46440","ExE ectoderm"
"cell_46441","Nascent mesoderm"
"cell_46442","ExE endoderm"
"cell_46443","Blood progenitors 2"
"cell_46444","PGC"
"cell_46445",NA
"cell_46446","Notochord"
"cell_46447","Nascent mesoderm"
"cell_46448","Rostral neurectoderm"
"cell_46449","ExE ectoderm"
"cell_46450","Epiblast"
"cell_46451","Nascent mesoderm"
"cell_46452","Primitive Streak"
"cell_46453","Blood progenitors 1"
"cell_46454","ExE ectoderm"
"cell_46455","Intermediate mesoderm"
"cell_46456","ExE ectoderm"
"cell_46457",NA
"cell_46458","Mixed mesoderm"
"cell_46459","Nascent mesoderm"
"cell_46460","Blood progenitors 2"
"cell_46461",NA
"cell_46462","Mesenchyme"
"cell_46463","ExE endoderm"
"cell_46464",NA
"cell_46465","Rostral neurectoderm"
"cell_46466","Gut"
"cell_46467","Mixed mesoderm"
"cell_46468","ExE mesoderm"
"cell_46469","ExE endoderm"
"cell_46470","Gut"
"cell_46471","Nascent mesoderm"
"cell_46472","Paraxial mesoderm"
"cell_46473","Primitive Streak"
"cell_46474","Def. endoderm"
"cell_46475","Mesenchyme"
"cell_46476","Primitive Streak"
"cell_46477","ExE endoderm"
"cell_46478","ExE ectoderm"
"cell_46479","ExE endoderm"
"cell_46480","Rostral neurectoderm"
"cell_46481","ExE ectoderm"
"cell_46482",NA
"cell_46483","ExE ectoderm"
"cell_46484","Mixed mesoderm"
"cell_46485","Mesenchyme"
"cell_46486","Rostral neurectoderm"
"cell_46487","Primitive Streak"
"cell_46488",NA
"cell_46489","ExE ectoderm"
"cell_46490","Epiblast"
"cell_46491",NA
"cell_46492","Pharyngeal mesoderm"
"cell_46493","ExE ectoderm"
"cell_46494","Primitive Streak"
"cell_46495","Mixed mesoderm"
"cell_46496","PGC"
"cell_46497","Mixed mesoderm"
"cell_46498","ExE endoderm"
"cell_46499","Epiblast"
"cell_46500","Primitive Streak"
"cell_46501","ExE ectoderm"
"cell_46502","Primitive Streak"
"cell_46503","ExE endoderm"
"cell_46504","ExE endoderm"
"cell_46505","ExE endoderm"
"cell_46506",NA
"cell_46507",NA
"cell_46508","ExE endoderm"
"cell_46509",NA
"cell_46510","Paraxial mesoderm"
"cell_46511","Nascent mesoderm"
"cell_46512","Caudal epiblast"
"cell_46513","Mixed mesoderm"
"cell_46514","Mixed mesoderm"
"cell_46515","Rostral neurectoderm"
"cell_46516",NA
"cell_46517","Mixed mesoderm"
"cell_46518","Nascent mesoderm"
"cell_46519",NA
"cell_46520","Gut"
"cell_46521","Rostral neurectoderm"
"cell_46522","ExE ectoderm"
"cell_46523","Primitive Streak"
"cell_46524","Rostral neurectoderm"
"cell_46525",NA
"cell_46526","Mesenchyme"
"cell_46527","ExE ectoderm"
"cell_46528",NA
"cell_46529","Intermediate mesoderm"
"cell_46530","Caudal epiblast"
"cell_46531","ExE ectoderm"
"cell_46532","Primitive Streak"
"cell_46533","ExE ectoderm"
"cell_46534","ExE endoderm"
"cell_46535","Rostral neurectoderm"
"cell_46536","ExE ectoderm"
"cell_46537",NA
"cell_46538",NA
"cell_46539","Rostral neurectoderm"
"cell_46540","Nascent mesoderm"
"cell_46541","Rostral neurectoderm"
"cell_46542","Blood progenitors 1"
"cell_46543","Caudal epiblast"
"cell_46544",NA
"cell_46545","Rostral neurectoderm"
"cell_46546","Rostral neurectoderm"
"cell_46547",NA
"cell_46548","ExE ectoderm"
"cell_46549","Mixed mesoderm"
"cell_46550","Nascent mesoderm"
"cell_46551","Rostral neurectoderm"
"cell_46552","ExE endoderm"
"cell_46553","Surface ectoderm"
"cell_46554","Rostral neurectoderm"
"cell_46555",NA
"cell_46556","ExE mesoderm"
"cell_46557","Nascent mesoderm"
"cell_46558","Gut"
"cell_46559","Primitive Streak"
"cell_46560","ExE endoderm"
"cell_46561",NA
"cell_46562","Mixed mesoderm"
"cell_46563","Rostral neurectoderm"
"cell_46564","Def. endoderm"
"cell_46565","Mixed mesoderm"
"cell_46566",NA
"cell_46567","Nascent mesoderm"
"cell_46568","Blood progenitors 2"
"cell_46569","ExE ectoderm"
"cell_46570","ExE endoderm"
"cell_46571","Rostral neurectoderm"
"cell_46572","Haematoendothelial progenitors"
"cell_46573",NA
"cell_46574","Def. endoderm"
"cell_46575","Caudal epiblast"
"cell_46576","Gut"
"cell_46577",NA
"cell_46578","Mesenchyme"
"cell_46579","Blood progenitors 2"
"cell_46580","Nascent mesoderm"
"cell_46581","Anterior Primitive Streak"
"cell_46582","Mesenchyme"
"cell_46583","ExE endoderm"
"cell_46584","Rostral neurectoderm"
"cell_46585","Visceral endoderm"
"cell_46586","Caudal epiblast"
"cell_46587","ExE endoderm"
"cell_46588",NA
"cell_46589","Paraxial mesoderm"
"cell_46590","ExE ectoderm"
"cell_46591","Rostral neurectoderm"
"cell_46592","Mixed mesoderm"
"cell_46593","Rostral neurectoderm"
"cell_46594","Mesenchyme"
"cell_46595","Intermediate mesoderm"
"cell_46596","ExE endoderm"
"cell_46597","Caudal epiblast"
"cell_46598","ExE ectoderm"
"cell_46599","Mesenchyme"
"cell_46600","Visceral endoderm"
"cell_46601",NA
"cell_46602","Nascent mesoderm"
"cell_46603","Primitive Streak"
"cell_46604","Haematoendothelial progenitors"
"cell_46605","Def. endoderm"
"cell_46606","Rostral neurectoderm"
"cell_46607","ExE endoderm"
"cell_46608",NA
"cell_46609","ExE ectoderm"
"cell_46610","ExE endoderm"
"cell_46611","Rostral neurectoderm"
"cell_46612",NA
"cell_46613","ExE ectoderm"
"cell_46614","ExE ectoderm"
"cell_46615",NA
"cell_46616","Nascent mesoderm"
"cell_46617","ExE endoderm"
"cell_46618","Epiblast"
"cell_46619","ExE ectoderm"
"cell_46620","Mesenchyme"
"cell_46621","Rostral neurectoderm"
"cell_46622","Caudal epiblast"
"cell_46623","Intermediate mesoderm"
"cell_46624","ExE ectoderm"
"cell_46625","Mesenchyme"
"cell_46626","Rostral neurectoderm"
"cell_46627","Mixed mesoderm"
"cell_46628",NA
"cell_46629",NA
"cell_46630","ExE endoderm"
"cell_46631","ExE endoderm"
"cell_46632",NA
"cell_46633","ExE ectoderm"
"cell_46634","Primitive Streak"
"cell_46635",NA
"cell_46636",NA
"cell_46637","ExE ectoderm"
"cell_46638","Nascent mesoderm"
"cell_46639",NA
"cell_46640","Blood progenitors 1"
"cell_46641","ExE endoderm"
"cell_46642","ExE endoderm"
"cell_46643","Epiblast"
"cell_46644","Mixed mesoderm"
"cell_46645",NA
"cell_46646","Pharyngeal mesoderm"
"cell_46647","ExE endoderm"
"cell_46648","Intermediate mesoderm"
"cell_46649","Rostral neurectoderm"
"cell_46650","ExE endoderm"
"cell_46651","Paraxial mesoderm"
"cell_46652",NA
"cell_46653","Primitive Streak"
"cell_46654","ExE endoderm"
"cell_46655","ExE ectoderm"
"cell_46656","Nascent mesoderm"
"cell_46657","Epiblast"
"cell_46658","Mixed mesoderm"
"cell_46659","Primitive Streak"
"cell_46660","ExE ectoderm"
"cell_46661",NA
"cell_46662","Blood progenitors 1"
"cell_46663","Rostral neurectoderm"
"cell_46664","Mixed mesoderm"
"cell_46665","ExE endoderm"
"cell_46666","Caudal epiblast"
"cell_46667","Rostral neurectoderm"
"cell_46668","Nascent mesoderm"
"cell_46669","Epiblast"
"cell_46670","Mixed mesoderm"
"cell_46671","Caudal neurectoderm"
"cell_46672","ExE ectoderm"
"cell_46673","Somitic mesoderm"
"cell_46674","Primitive Streak"
"cell_46675",NA
"cell_46676","Mixed mesoderm"
"cell_46677","ExE ectoderm"
"cell_46678","ExE ectoderm"
"cell_46679","Epiblast"
"cell_46680","ExE ectoderm"
"cell_46681","Blood progenitors 2"
"cell_46682","ExE endoderm"
"cell_46683","Epiblast"
"cell_46684","ExE endoderm"
"cell_46685","Rostral neurectoderm"
"cell_46686","Nascent mesoderm"
"cell_46687",NA
"cell_46688","Intermediate mesoderm"
"cell_46689","Rostral neurectoderm"
"cell_46690",NA
"cell_46691","ExE endoderm"
"cell_46692",NA
"cell_46693","Gut"
"cell_46694","Primitive Streak"
"cell_46695","ExE endoderm"
"cell_46696","ExE endoderm"
"cell_46697","Mesenchyme"
"cell_46698","ExE endoderm"
"cell_46699","Mesenchyme"
"cell_46700","Epiblast"
"cell_46701",NA
"cell_46702","Caudal epiblast"
"cell_46703","Mesenchyme"
"cell_46704","Visceral endoderm"
"cell_46705","Mixed mesoderm"
"cell_46706","ExE endoderm"
"cell_46707","Epiblast"
"cell_46708",NA
"cell_46709","Primitive Streak"
"cell_46710","PGC"
"cell_46711",NA
"cell_46712",NA
"cell_46713",NA
"cell_46714",NA
"cell_46715","ExE endoderm"
"cell_46716","Caudal epiblast"
"cell_46717","Caudal neurectoderm"
"cell_46718","ExE endoderm"
"cell_46719","ExE ectoderm"
"cell_46720",NA
"cell_46721","Primitive Streak"
"cell_46722","ExE ectoderm"
"cell_46723","Epiblast"
"cell_46724","Blood progenitors 1"
"cell_46725","ExE endoderm"
"cell_46726","Mesenchyme"
"cell_46727","Nascent mesoderm"
"cell_46728","ExE endoderm"
"cell_46729","Haematoendothelial progenitors"
"cell_46730","Def. endoderm"
"cell_46731",NA
"cell_46732","ExE ectoderm"
"cell_46733","Mesenchyme"
"cell_46734","Mixed mesoderm"
"cell_46735","ExE endoderm"
"cell_46736","Rostral neurectoderm"
"cell_46737",NA
"cell_46738",NA
"cell_46739","ExE endoderm"
"cell_46740","Mesenchyme"
"cell_46741","ExE ectoderm"
"cell_46742","Blood progenitors 2"
"cell_46743","Epiblast"
"cell_46744","Primitive Streak"
"cell_46745","Epiblast"
"cell_46746","Epiblast"
"cell_46747",NA
"cell_46748","ExE mesoderm"
"cell_46749","ExE ectoderm"
"cell_46750","ExE ectoderm"
"cell_46751","Primitive Streak"
"cell_46752","Caudal epiblast"
"cell_46753","Blood progenitors 2"
"cell_46754","ExE ectoderm"
"cell_46755","Intermediate mesoderm"
"cell_46756","ExE ectoderm"
"cell_46757","Caudal neurectoderm"
"cell_46758",NA
"cell_46759","ExE endoderm"
"cell_46760","Def. endoderm"
"cell_46761","Primitive Streak"
"cell_46762","Rostral neurectoderm"
"cell_46763","Primitive Streak"
"cell_46764","ExE ectoderm"
"cell_46765","Blood progenitors 1"
"cell_46766","Epiblast"
"cell_46767","ExE ectoderm"
"cell_46768","Epiblast"
"cell_46769",NA
"cell_46770",NA
"cell_46771","ExE ectoderm"
"cell_46772",NA
"cell_46773","ExE ectoderm"
"cell_46774","Mixed mesoderm"
"cell_46775",NA
"cell_46776","ExE endoderm"
"cell_46777","Mesenchyme"
"cell_46778","Intermediate mesoderm"
"cell_46779","Visceral endoderm"
"cell_46780","ExE ectoderm"
"cell_46781","Def. endoderm"
"cell_46782","Caudal epiblast"
"cell_46783","Mesenchyme"
"cell_46784","Rostral neurectoderm"
"cell_46785","Intermediate mesoderm"
"cell_46786",NA
"cell_46787","ExE endoderm"
"cell_46788","Mesenchyme"
"cell_46789","Def. endoderm"
"cell_46790",NA
"cell_46791","ExE endoderm"
"cell_46792","Surface ectoderm"
"cell_46793","ExE ectoderm"
