"","ENSEMBL","SYMBOL"
"ENSMUSG00000072982","ENSMUSG00000072982","9230009I02Rik"
"ENSMUSG00000086646","ENSMUSG00000086646","Platr20"
"ENSMUSG00000061469","ENSMUSG00000061469","Gm12569"
"ENSMUSG00000045942","ENSMUSG00000045942","BC049762"
"ENSMUSG00000020385","ENSMUSG00000020385","Clk4"
"ENSMUSG00000063564","ENSMUSG00000063564","Col23a1"
"ENSMUSG00000020359","ENSMUSG00000020359","Phykpl"
"ENSMUSG00000020358","ENSMUSG00000020358","Hnrnpab"
"ENSMUSG00000001056","ENSMUSG00000001056","Nhp2"
"ENSMUSG00000001054","ENSMUSG00000001054","Rmnd5b"
"ENSMUSG00000001053","ENSMUSG00000001053","N4bp3"
"ENSMUSG00000052563","ENSMUSG00000052563","D930048N14Rik"
"ENSMUSG00000007777","ENSMUSG00000007777","0610009B22Rik"
"ENSMUSG00000036391","ENSMUSG00000036391","Sec24a"
"ENSMUSG00000020386","ENSMUSG00000020386","Sar1b"
"ENSMUSG00000020387","ENSMUSG00000020387","Jade2"
"ENSMUSG00000110618","ENSMUSG00000110618","Gm45818"
"ENSMUSG00000097219","ENSMUSG00000097219","Gm26551"
"ENSMUSG00000020392","ENSMUSG00000020392","Cdkn2aipnl"
"ENSMUSG00000020390","ENSMUSG00000020390","Ube2b"
"ENSMUSG00000086493","ENSMUSG00000086493","Gm12204"
"ENSMUSG00000020389","ENSMUSG00000020389","Cdkl3"
"ENSMUSG00000084800","ENSMUSG00000084800","Gm12205"
"ENSMUSG00000020349","ENSMUSG00000020349","Ppp2ca"
"ENSMUSG00000097605","ENSMUSG00000097605","9430098F02Rik"
"ENSMUSG00000062204","ENSMUSG00000062204","Olfr1373"
"ENSMUSG00000060170","ENSMUSG00000060170","Olfr1371"
"ENSMUSG00000036309","ENSMUSG00000036309","Skp1a"
"ENSMUSG00000086920","ENSMUSG00000086920","Gm12207"
"ENSMUSG00000000782","ENSMUSG00000000782","Tcf7"
"ENSMUSG00000086395","ENSMUSG00000086395","A630014C17Rik"
"ENSMUSG00000020402","ENSMUSG00000020402","Vdac1"
"ENSMUSG00000036275","ENSMUSG00000036275","9530068E07Rik"
"ENSMUSG00000036264","ENSMUSG00000036264","Fstl4"
"ENSMUSG00000087668","ENSMUSG00000087668","Gm11186"
"ENSMUSG00000020361","ENSMUSG00000020361","Hspa4"
"ENSMUSG00000018239","ENSMUSG00000018239","Zcchc10"
"ENSMUSG00000049470","ENSMUSG00000049470","Aff4"
"ENSMUSG00000036216","ENSMUSG00000036216","Leap2"
"ENSMUSG00000044894","ENSMUSG00000044894","Uqcrq"
"ENSMUSG00000018238","ENSMUSG00000018238","Gdf9"
"ENSMUSG00000072963","ENSMUSG00000072963","Gm10447"
"ENSMUSG00000018387","ENSMUSG00000018387","Shroom1"
"ENSMUSG00000085707","ENSMUSG00000085707","Gm12212"
"ENSMUSG00000049427","ENSMUSG00000049427","Gm9837"
"ENSMUSG00000044352","ENSMUSG00000044352","Sowaha"
"ENSMUSG00000054450","ENSMUSG00000054450","Gm9945"
"ENSMUSG00000018398","ENSMUSG00000018398","Sept8"
"ENSMUSG00000018395","ENSMUSG00000018395","Kif3a"
"ENSMUSG00000000869","ENSMUSG00000000869","Il4"
"ENSMUSG00000020383","ENSMUSG00000020383","Il13"
"ENSMUSG00000020380","ENSMUSG00000020380","Rad50"
"ENSMUSG00000036117","ENSMUSG00000036117","Il5"
"ENSMUSG00000086595","ENSMUSG00000086595","Gm12214"
"ENSMUSG00000018899","ENSMUSG00000018899","Irf1"
"ENSMUSG00000091191","ENSMUSG00000091191","Gm17334"
"ENSMUSG00000081769","ENSMUSG00000081769","Gm12216"
"ENSMUSG00000018900","ENSMUSG00000018900","Slc22a5"
"ENSMUSG00000063652","ENSMUSG00000063652","Slc22a21"
"ENSMUSG00000020334","ENSMUSG00000020334","Slc22a4"
"ENSMUSG00000020388","ENSMUSG00000020388","Pdlim4"
"ENSMUSG00000018906","ENSMUSG00000018906","P4ha2"
"ENSMUSG00000086209","ENSMUSG00000086209","4933405E24Rik"
"ENSMUSG00000018916","ENSMUSG00000018916","Csf2"
"ENSMUSG00000085585","ENSMUSG00000085585","Gm12223"
"ENSMUSG00000018914","ENSMUSG00000018914","Il3"
"ENSMUSG00000020333","ENSMUSG00000020333","Acsl6"
"ENSMUSG00000085888","ENSMUSG00000085888","Gm12224"
"ENSMUSG00000020332","ENSMUSG00000020332","Meikin"
"ENSMUSG00000035992","ENSMUSG00000035992","Fnip1"
"ENSMUSG00000037533","ENSMUSG00000037533","Rapgef6"
"ENSMUSG00000052298","ENSMUSG00000052298","Cdc42se2"
"ENSMUSG00000086039","ENSMUSG00000086039","Gm12227"
"ENSMUSG00000086789","ENSMUSG00000086789","Lyrm7os"
"ENSMUSG00000020268","ENSMUSG00000020268","Lyrm7"
"ENSMUSG00000020267","ENSMUSG00000020267","Hint1"
"ENSMUSG00000018339","ENSMUSG00000018339","Gpx3"
"ENSMUSG00000020400","ENSMUSG00000020400","Tnip1"
"ENSMUSG00000018340","ENSMUSG00000018340","Anxa6"
"ENSMUSG00000049588","ENSMUSG00000049588","Ccdc69"
"ENSMUSG00000000594","ENSMUSG00000000594","Gm2a"
"ENSMUSG00000049491","ENSMUSG00000049491","Slc36a3"
"ENSMUSG00000085531","ENSMUSG00000085531","Slc36a3os"
"ENSMUSG00000020264","ENSMUSG00000020264","Slc36a2"
"ENSMUSG00000084980","ENSMUSG00000084980","Slc36a1os"
"ENSMUSG00000020261","ENSMUSG00000020261","Slc36a1"
"ENSMUSG00000055333","ENSMUSG00000055333","Fat2"
"ENSMUSG00000018593","ENSMUSG00000018593","Sparc"
"ENSMUSG00000018585","ENSMUSG00000018585","Atox1"
"ENSMUSG00000018583","ENSMUSG00000018583","G3bp1"
"ENSMUSG00000000263","ENSMUSG00000000263","Glra1"
"ENSMUSG00000086460","ENSMUSG00000086460","Gm12236"
"ENSMUSG00000086020","ENSMUSG00000086020","Gm12239"
"ENSMUSG00000037393","ENSMUSG00000037393","Nmur2"
"ENSMUSG00000020524","ENSMUSG00000020524","Gria1"
"ENSMUSG00000020523","ENSMUSG00000020523","Fam114a2"
"ENSMUSG00000020522","ENSMUSG00000020522","Mfap3"
"ENSMUSG00000086028","ENSMUSG00000086028","Gm12243"
"ENSMUSG00000085719","ENSMUSG00000085719","4933424L21Rik"
"ENSMUSG00000020520","ENSMUSG00000020520","Galnt10"
"ENSMUSG00000086933","ENSMUSG00000086933","4933426K07Rik"
"ENSMUSG00000020519","ENSMUSG00000020519","Sap30l"
"ENSMUSG00000037335","ENSMUSG00000037335","Hand1"
"ENSMUSG00000086666","ENSMUSG00000086666","Gm12249"
"ENSMUSG00000037331","ENSMUSG00000037331","Larp1"
"ENSMUSG00000086962","ENSMUSG00000086962","Gm12248"
"ENSMUSG00000020515","ENSMUSG00000020515","Cnot8"
"ENSMUSG00000037275","ENSMUSG00000037275","Gemin5"
"ENSMUSG00000087629","ENSMUSG00000087629","Gm12246"
"ENSMUSG00000020514","ENSMUSG00000020514","Mrpl22"
"ENSMUSG00000078853","ENSMUSG00000078853","Igtp"
"ENSMUSG00000069874","ENSMUSG00000069874","Irgm2"
"ENSMUSG00000069873","ENSMUSG00000069873","4930438A08Rik"
"ENSMUSG00000037243","ENSMUSG00000037243","Zfp692"
"ENSMUSG00000049755","ENSMUSG00000049755","Zfp672"
"ENSMUSG00000013646","ENSMUSG00000013646","Sh3bp5l"
"ENSMUSG00000013643","ENSMUSG00000013643","Lypd8"
"ENSMUSG00000013653","ENSMUSG00000013653","1810065E05Rik"
"ENSMUSG00000058287","ENSMUSG00000058287","Gm12253"
"ENSMUSG00000052642","ENSMUSG00000052642","4930504O13Rik"
"ENSMUSG00000043314","ENSMUSG00000043314","Olfr30"
"ENSMUSG00000050813","ENSMUSG00000050813","Olfr332"
"ENSMUSG00000058807","ENSMUSG00000058807","Olfr331"
"ENSMUSG00000050818","ENSMUSG00000050818","Olfr330"
"ENSMUSG00000064252","ENSMUSG00000064252","Olfr329-ps"
"ENSMUSG00000057654","ENSMUSG00000057654","Olfr328"
"ENSMUSG00000059279","ENSMUSG00000059279","Olfr224"
"ENSMUSG00000060765","ENSMUSG00000060765","Olfr325"
"ENSMUSG00000056564","ENSMUSG00000056564","Olfr324"
"ENSMUSG00000037145","ENSMUSG00000037145","2210407C18Rik"
"ENSMUSG00000043880","ENSMUSG00000043880","Olfr323"
"ENSMUSG00000037124","ENSMUSG00000037124","Trim58"
"ENSMUSG00000063549","ENSMUSG00000063549","Olfr322"
"ENSMUSG00000107711","ENSMUSG00000107711","Olfr320"
"ENSMUSG00000064044","ENSMUSG00000064044","Olfr319"
"ENSMUSG00000108265","ENSMUSG00000108265","Olfr318"
"ENSMUSG00000060030","ENSMUSG00000060030","Olfr317"
"ENSMUSG00000107677","ENSMUSG00000107677","Olfr316"
"ENSMUSG00000056959","ENSMUSG00000056959","Olfr315"
"ENSMUSG00000059504","ENSMUSG00000059504","Olfr314"
"ENSMUSG00000049154","ENSMUSG00000049154","Fam183b"
"ENSMUSG00000070438","ENSMUSG00000070438","Olfr313"
"ENSMUSG00000096806","ENSMUSG00000096806","Olfr312"
"ENSMUSG00000094805","ENSMUSG00000094805","Olfr311"
"ENSMUSG00000072915","ENSMUSG00000072915","Gm12258"
"ENSMUSG00000085744","ENSMUSG00000085744","Gm12259"
"ENSMUSG00000020491","ENSMUSG00000020491","2810021J22Rik"
"ENSMUSG00000037001","ENSMUSG00000037001","Zfp39"
"ENSMUSG00000087654","ENSMUSG00000087654","Gm12256"
"ENSMUSG00000086063","ENSMUSG00000086063","Gm12257"
"ENSMUSG00000020490","ENSMUSG00000020490","Btnl10"
"ENSMUSG00000020496","ENSMUSG00000020496","Rnf187"
"ENSMUSG00000056895","ENSMUSG00000056895","Hist3h2ba"
"ENSMUSG00000078851","ENSMUSG00000078851","Hist3h2a"
"ENSMUSG00000036964","ENSMUSG00000036964","Trim17"
"ENSMUSG00000020455","ENSMUSG00000020455","Trim11"
"ENSMUSG00000061462","ENSMUSG00000061462","Obscn"
"ENSMUSG00000072902","ENSMUSG00000072902","Gm10435"
"ENSMUSG00000049287","ENSMUSG00000049287","Iba57"
"ENSMUSG00000043448","ENSMUSG00000043448","Gjc2"
"ENSMUSG00000020444","ENSMUSG00000020444","Guk1"
"ENSMUSG00000036860","ENSMUSG00000036860","Mrpl55"
"ENSMUSG00000020441","ENSMUSG00000020441","2310033P09Rik"
"ENSMUSG00000048076","ENSMUSG00000048076","Arf1"
"ENSMUSG00000009900","ENSMUSG00000009900","Wnt3a"
"ENSMUSG00000000126","ENSMUSG00000000126","Wnt9a"
"ENSMUSG00000049291","ENSMUSG00000049291","Prss38"
"ENSMUSG00000086910","ENSMUSG00000086910","Gm15755"
"ENSMUSG00000009894","ENSMUSG00000009894","Snap47"
"ENSMUSG00000036819","ENSMUSG00000036819","Jmjd4"
"ENSMUSG00000054519","ENSMUSG00000054519","Zfp867"
"ENSMUSG00000020472","ENSMUSG00000020472","Zkscan17"
"ENSMUSG00000032691","ENSMUSG00000032691","Nlrp3"
"ENSMUSG00000059610","ENSMUSG00000059610","Olfr222"
"ENSMUSG00000048919","ENSMUSG00000048919","Olfr223"
"ENSMUSG00000005417","ENSMUSG00000005417","Mprip"
"ENSMUSG00000086536","ENSMUSG00000086536","Gm12264"
"ENSMUSG00000043648","ENSMUSG00000043648","Pld6"
"ENSMUSG00000032633","ENSMUSG00000032633","Flcn"
"ENSMUSG00000087249","ENSMUSG00000087249","Gm16062"
"ENSMUSG00000019373","ENSMUSG00000019373","Cops3"
"ENSMUSG00000032615","ENSMUSG00000032615","Nt5m"
"ENSMUSG00000084766","ENSMUSG00000084766","Gm12714"
"ENSMUSG00000085551","ENSMUSG00000085551","1810063I02Rik"
"ENSMUSG00000085260","ENSMUSG00000085260","Med9os"
"ENSMUSG00000061650","ENSMUSG00000061650","Med9"
"ENSMUSG00000049892","ENSMUSG00000049892","Rasd1"
"ENSMUSG00000000301","ENSMUSG00000000301","Pemt"
"ENSMUSG00000062115","ENSMUSG00000062115","Rai1"
"ENSMUSG00000051008","ENSMUSG00000051008","4930412M03Rik"
"ENSMUSG00000020538","ENSMUSG00000020538","Srebf1"
"ENSMUSG00000000538","ENSMUSG00000000538","Tom1l2"
"ENSMUSG00000085132","ENSMUSG00000085132","Gm12265"
"ENSMUSG00000056598","ENSMUSG00000056598","Drc3"
"ENSMUSG00000042709","ENSMUSG00000042709","Atpaf2"
"ENSMUSG00000018415","ENSMUSG00000018415","Gid4"
"ENSMUSG00000020537","ENSMUSG00000020537","Drg2"
"ENSMUSG00000042678","ENSMUSG00000042678","Myo15"
"ENSMUSG00000042650","ENSMUSG00000042650","Alkbh5"
"ENSMUSG00000097913","ENSMUSG00000097913","Gm26837"
"ENSMUSG00000020536","ENSMUSG00000020536","Llgl1"
"ENSMUSG00000002812","ENSMUSG00000002812","Flii"
"ENSMUSG00000018599","ENSMUSG00000018599","Mief2"
"ENSMUSG00000002814","ENSMUSG00000002814","Top3a"
"ENSMUSG00000049323","ENSMUSG00000049323","Smcr8"
"ENSMUSG00000020534","ENSMUSG00000020534","Shmt1"
"ENSMUSG00000042569","ENSMUSG00000042569","Dhrs7b"
"ENSMUSG00000043284","ENSMUSG00000043284","Tmem11"
"ENSMUSG00000097747","ENSMUSG00000097747","Gm26534"
"ENSMUSG00000018931","ENSMUSG00000018931","Natd1"
"ENSMUSG00000042549","ENSMUSG00000042549","Map2k3os"
"ENSMUSG00000018932","ENSMUSG00000018932","Map2k3"
"ENSMUSG00000042529","ENSMUSG00000042529","Kcnj12"
"ENSMUSG00000010142","ENSMUSG00000010142","Tnfrsf13b"
"ENSMUSG00000042506","ENSMUSG00000042506","Usp22"
"ENSMUSG00000019102","ENSMUSG00000019102","Aldh3a1"
"ENSMUSG00000010025","ENSMUSG00000010025","Aldh3a2"
"ENSMUSG00000069855","ENSMUSG00000069855","Slc47a2"
"ENSMUSG00000010122","ENSMUSG00000010122","Slc47a1"
"ENSMUSG00000109829","ENSMUSG00000109829","Gm45605"
"ENSMUSG00000010086","ENSMUSG00000010086","Rnf112"
"ENSMUSG00000042436","ENSMUSG00000042436","Mfap4"
"ENSMUSG00000001034","ENSMUSG00000001034","Mapk7"
"ENSMUSG00000060808","ENSMUSG00000060808","B9d1os"
"ENSMUSG00000001039","ENSMUSG00000001039","B9d1"
"ENSMUSG00000001036","ENSMUSG00000001036","Epn2"
"ENSMUSG00000085459","ENSMUSG00000085459","Gm12272"
"ENSMUSG00000004837","ENSMUSG00000004837","Grap"
"ENSMUSG00000042371","ENSMUSG00000042371","Slc5a10"
"ENSMUSG00000042377","ENSMUSG00000042377","Fam83g"
"ENSMUSG00000020528","ENSMUSG00000020528","Prpsap2"
"ENSMUSG00000004798","ENSMUSG00000004798","Ulk2"
"ENSMUSG00000072847","ENSMUSG00000072847","A530017D24Rik"
"ENSMUSG00000098196","ENSMUSG00000098196","Gm26964"
"ENSMUSG00000047804","ENSMUSG00000047804","Akap10"
"ENSMUSG00000084805","ENSMUSG00000084805","Gm12273"
"ENSMUSG00000042331","ENSMUSG00000042331","Specc1"
"ENSMUSG00000018500","ENSMUSG00000018500","Adora2b"
"ENSMUSG00000014243","ENSMUSG00000014243","Zswim7"
"ENSMUSG00000042298","ENSMUSG00000042298","Ttc19"
"ENSMUSG00000018501","ENSMUSG00000018501","Ncor1"
"ENSMUSG00000014245","ENSMUSG00000014245","Pigl"
"ENSMUSG00000086310","ENSMUSG00000086310","Gm12278"
"ENSMUSG00000086636","ENSMUSG00000086636","Gm12949"
"ENSMUSG00000018509","ENSMUSG00000018509","Cenpv"
"ENSMUSG00000087120","ENSMUSG00000087120","Gm12279"
"ENSMUSG00000019505","ENSMUSG00000019505","Ubb"
"ENSMUSG00000085748","ENSMUSG00000085748","Gm12280"
"ENSMUSG00000018507","ENSMUSG00000018507","Trpv2"
"ENSMUSG00000046417","ENSMUSG00000046417","Lrrc75a"
"ENSMUSG00000085762","ENSMUSG00000085762","Lrrc75aos2"
"ENSMUSG00000085170","ENSMUSG00000085170","Lrrc75aos1"
"ENSMUSG00000048497","ENSMUSG00000048497","Mmgt2"
"ENSMUSG00000005267","ENSMUSG00000005267","Zfp287"
"ENSMUSG00000098292","ENSMUSG00000098292","Gm27194"
"ENSMUSG00000047342","ENSMUSG00000047342","Zfp286"
"ENSMUSG00000096083","ENSMUSG00000096083","Gm10428"
"ENSMUSG00000086674","ENSMUSG00000086674","Zfp286os"
"ENSMUSG00000047821","ENSMUSG00000047821","Trim16"
"ENSMUSG00000090173","ENSMUSG00000090173","Fbxw10"
"ENSMUSG00000014177","ENSMUSG00000014177","Tvp23b"
"ENSMUSG00000086677","ENSMUSG00000086677","Tvp23bos"
"ENSMUSG00000087039","ENSMUSG00000087039","Cdrt4os2"
"ENSMUSG00000042200","ENSMUSG00000042200","Cdrt4"
"ENSMUSG00000087604","ENSMUSG00000087604","Cdrt4os1"
"ENSMUSG00000042189","ENSMUSG00000042189","Tekt3"
"ENSMUSG00000018217","ENSMUSG00000018217","Pmp22"
"ENSMUSG00000085532","ENSMUSG00000085532","B430319H21Rik"
"ENSMUSG00000085113","ENSMUSG00000085113","B130011K05Rik"
"ENSMUSG00000070407","ENSMUSG00000070407","Hs3st3b1"
"ENSMUSG00000042148","ENSMUSG00000042148","Cox10"
"ENSMUSG00000086359","ENSMUSG00000086359","9630013K17Rik"
"ENSMUSG00000084884","ENSMUSG00000084884","Gm12289"
"ENSMUSG00000087497","ENSMUSG00000087497","2810001G20Rik"
"ENSMUSG00000087622","ENSMUSG00000087622","Gm12290"
"ENSMUSG00000095224","ENSMUSG00000095224","F930015N05Rik"
"ENSMUSG00000047759","ENSMUSG00000047759","Hs3st3a1"
"ENSMUSG00000086490","ENSMUSG00000086490","Gm12292"
"ENSMUSG00000020549","ENSMUSG00000020549","Elac2"
"ENSMUSG00000033389","ENSMUSG00000033389","Arhgap44"
"ENSMUSG00000020548","ENSMUSG00000020548","1700086D15Rik"
"ENSMUSG00000020542","ENSMUSG00000020542","Myocd"
"ENSMUSG00000085162","ENSMUSG00000085162","Gm12295"
"ENSMUSG00000033352","ENSMUSG00000033352","Map2k4"
"ENSMUSG00000018347","ENSMUSG00000018347","Zkscan6"
"ENSMUSG00000056752","ENSMUSG00000056752","Dnah9"
"ENSMUSG00000053930","ENSMUSG00000053930","Shisa6"
"ENSMUSG00000072834","ENSMUSG00000072834","Gm12298"
"ENSMUSG00000048070","ENSMUSG00000048070","Pirt"
"ENSMUSG00000085683","ENSMUSG00000085683","9130409J20Rik"
"ENSMUSG00000050270","ENSMUSG00000050270","Tmem220"
"ENSMUSG00000020910","ENSMUSG00000020910","Adprm"
"ENSMUSG00000069844","ENSMUSG00000069844","Sco1"
"ENSMUSG00000020908","ENSMUSG00000020908","Myh3"
"ENSMUSG00000087410","ENSMUSG00000087410","2310065F04Rik"
"ENSMUSG00000033196","ENSMUSG00000033196","Myh2"
"ENSMUSG00000085479","ENSMUSG00000085479","9430073C21Rik"
"ENSMUSG00000056328","ENSMUSG00000056328","Myh1"
"ENSMUSG00000085348","ENSMUSG00000085348","Gm12300"
"ENSMUSG00000057003","ENSMUSG00000057003","Myh4"
"ENSMUSG00000055775","ENSMUSG00000055775","Myh8"
"ENSMUSG00000060180","ENSMUSG00000060180","Myh13"
"ENSMUSG00000033066","ENSMUSG00000033066","Gas7"
"ENSMUSG00000087058","ENSMUSG00000087058","Gm12301"
"ENSMUSG00000049928","ENSMUSG00000049928","Glp2r"
"ENSMUSG00000020907","ENSMUSG00000020907","Rcvrn"
"ENSMUSG00000097886","ENSMUSG00000097886","Gsg1l2"
"ENSMUSG00000033044","ENSMUSG00000033044","Dhrs7c"
"ENSMUSG00000020905","ENSMUSG00000020905","Usp43"
"ENSMUSG00000020904","ENSMUSG00000020904","Cfap52"
"ENSMUSG00000020903","ENSMUSG00000020903","Stx8"
"ENSMUSG00000087242","ENSMUSG00000087242","C78197"
"ENSMUSG00000020902","ENSMUSG00000020902","Ntn1"
"ENSMUSG00000020901","ENSMUSG00000020901","Pik3r5"
"ENSMUSG00000046207","ENSMUSG00000046207","Pik3r6"
"ENSMUSG00000048329","ENSMUSG00000048329","Mfsd6l"
"ENSMUSG00000085937","ENSMUSG00000085937","Ccdc42os"
"ENSMUSG00000045915","ENSMUSG00000045915","Ccdc42"
"ENSMUSG00000020900","ENSMUSG00000020900","Myh10"
"ENSMUSG00000018736","ENSMUSG00000018736","Ndel1"
"ENSMUSG00000046490","ENSMUSG00000046490","Rnf222"
"ENSMUSG00000060938","ENSMUSG00000060938","Rpl26"
"ENSMUSG00000032921","ENSMUSG00000032921","Odf4"
"ENSMUSG00000052921","ENSMUSG00000052921","Arhgef15"
"ENSMUSG00000018740","ENSMUSG00000018740","Slc25a35"
"ENSMUSG00000032892","ENSMUSG00000032892","Rangrf"
"ENSMUSG00000020899","ENSMUSG00000020899","Pfas"
"ENSMUSG00000020898","ENSMUSG00000020898","Ctc1"
"ENSMUSG00000020897","ENSMUSG00000020897","Aurkb"
"ENSMUSG00000072809","ENSMUSG00000072809","9330160F10Rik"
"ENSMUSG00000045176","ENSMUSG00000045176","Borcs6"
"ENSMUSG00000020895","ENSMUSG00000020895","Tmem107"
"ENSMUSG00000020894","ENSMUSG00000020894","Vamp2"
"ENSMUSG00000020893","ENSMUSG00000020893","Per1"
"ENSMUSG00000097386","ENSMUSG00000097386","9130213A22Rik"
"ENSMUSG00000023781","ENSMUSG00000023781","Hes7"
"ENSMUSG00000020892","ENSMUSG00000020892","Aloxe3"
"ENSMUSG00000032807","ENSMUSG00000032807","Alox12b"
"ENSMUSG00000020891","ENSMUSG00000020891","Alox8"
"ENSMUSG00000020890","ENSMUSG00000020890","Gucy2e"
"ENSMUSG00000087003","ENSMUSG00000087003","Cntrobos"
"ENSMUSG00000032782","ENSMUSG00000032782","Cntrob"
"ENSMUSG00000049299","ENSMUSG00000049299","Trappc1"
"ENSMUSG00000018470","ENSMUSG00000018470","Kcnab3"
"ENSMUSG00000086900","ENSMUSG00000086900","Kcnab3os"
"ENSMUSG00000043419","ENSMUSG00000043419","Chd3os"
"ENSMUSG00000018474","ENSMUSG00000018474","Chd3"
"ENSMUSG00000091095","ENSMUSG00000091095","Gm17305"
"ENSMUSG00000044795","ENSMUSG00000044795","Cyb5d1"
"ENSMUSG00000059278","ENSMUSG00000059278","Naa38"
"ENSMUSG00000045377","ENSMUSG00000045377","Tmem88"
"ENSMUSG00000018476","ENSMUSG00000018476","Kdm6b"
"ENSMUSG00000085178","ENSMUSG00000085178","Kdm6bos"
"ENSMUSG00000005237","ENSMUSG00000005237","Dnah2"
"ENSMUSG00000086591","ENSMUSG00000086591","Dnah2os"
"ENSMUSG00000003934","ENSMUSG00000003934","Efnb3"
"ENSMUSG00000041346","ENSMUSG00000041346","Wrap53"
"ENSMUSG00000059552","ENSMUSG00000059552","Trp53"
"ENSMUSG00000041329","ENSMUSG00000041329","Atp1b2"
"ENSMUSG00000005202","ENSMUSG00000005202","Shbg"
"ENSMUSG00000069835","ENSMUSG00000069835","Sat2"
"ENSMUSG00000018765","ENSMUSG00000018765","Fxr2"
"ENSMUSG00000041287","ENSMUSG00000041287","Sox15"
"ENSMUSG00000018761","ENSMUSG00000018761","Mpdu1"
"ENSMUSG00000018774","ENSMUSG00000018774","Cd68"
"ENSMUSG00000059796","ENSMUSG00000059796","Eif4a1"
"ENSMUSG00000005204","ENSMUSG00000005204","Senp3"
"ENSMUSG00000085890","ENSMUSG00000085890","Tnfsf13os"
"ENSMUSG00000018752","ENSMUSG00000018752","Tnfsfm13"
"ENSMUSG00000089669","ENSMUSG00000089669","Tnfsf13"
"ENSMUSG00000097328","ENSMUSG00000097328","Tnfsf12"
"ENSMUSG00000005198","ENSMUSG00000005198","Polr2a"
"ENSMUSG00000018776","ENSMUSG00000018776","Slc35g3"
"ENSMUSG00000018750","ENSMUSG00000018750","Zbtb4"
"ENSMUSG00000041189","ENSMUSG00000041189","Chrnb1"
"ENSMUSG00000042826","ENSMUSG00000042826","Fgf11"
"ENSMUSG00000089876","ENSMUSG00000089876","Tmem102"
"ENSMUSG00000109737","ENSMUSG00000109737","Gm39566"
"ENSMUSG00000044084","ENSMUSG00000044084","4933402P03Rik"
"ENSMUSG00000041165","ENSMUSG00000041165","Spem1"
"ENSMUSG00000051790","ENSMUSG00000051790","Nlgn2"
"ENSMUSG00000070394","ENSMUSG00000070394","Tmem256"
"ENSMUSG00000019461","ENSMUSG00000019461","Plscr3"
"ENSMUSG00000001583","ENSMUSG00000001583","Tnk1"
"ENSMUSG00000094845","ENSMUSG00000094845","Tmem95"
"ENSMUSG00000046731","ENSMUSG00000046731","Kctd11"
"ENSMUSG00000001588","ENSMUSG00000001588","Acap1"
"ENSMUSG00000018570","ENSMUSG00000018570","2810408A11Rik"
"ENSMUSG00000047284","ENSMUSG00000047284","Neurl4"
"ENSMUSG00000023170","ENSMUSG00000023170","Gps2"
"ENSMUSG00000078812","ENSMUSG00000078812","Eif5a"
"ENSMUSG00000018554","ENSMUSG00000018554","Ybx2"
"ENSMUSG00000018566","ENSMUSG00000018566","Slc2a4"
"ENSMUSG00000018569","ENSMUSG00000018569","Cldn7"
"ENSMUSG00000018565","ENSMUSG00000018565","Elp5"
"ENSMUSG00000018559","ENSMUSG00000018559","Ctdnep1"
"ENSMUSG00000018567","ENSMUSG00000018567","Gabarap"
"ENSMUSG00000018572","ENSMUSG00000018572","Phf23"
"ENSMUSG00000020888","ENSMUSG00000020888","Dvl2"
"ENSMUSG00000018574","ENSMUSG00000018574","Acadvl"
"ENSMUSG00000020886","ENSMUSG00000020886","Dlg4"
"ENSMUSG00000020884","ENSMUSG00000020884","Asgr1"
"ENSMUSG00000040963","ENSMUSG00000040963","Asgr2"
"ENSMUSG00000040950","ENSMUSG00000040950","Mgl2"
"ENSMUSG00000000318","ENSMUSG00000000318","Clec10a"
"ENSMUSG00000040938","ENSMUSG00000040938","Slc16a11"
"ENSMUSG00000044367","ENSMUSG00000044367","Slc16a13"
"ENSMUSG00000000317","ENSMUSG00000000317","Bcl6b"
"ENSMUSG00000040904","ENSMUSG00000040904","Gm21988"
"ENSMUSG00000020831","ENSMUSG00000020831","0610010K14Rik"
"ENSMUSG00000093989","ENSMUSG00000093989","Rnasek"
"ENSMUSG00000000320","ENSMUSG00000000320","Alox12"
"ENSMUSG00000018907","ENSMUSG00000018907","Alox12e"
"ENSMUSG00000018924","ENSMUSG00000018924","Alox15"
"ENSMUSG00000018921","ENSMUSG00000018921","Pelp1"
"ENSMUSG00000060216","ENSMUSG00000060216","Arrb2"
"ENSMUSG00000018923","ENSMUSG00000018923","Med11"
"ENSMUSG00000018920","ENSMUSG00000018920","Cxcl16"
"ENSMUSG00000040829","ENSMUSG00000040829","Zmynd15"
"ENSMUSG00000018919","ENSMUSG00000018919","Tm4sf5"
"ENSMUSG00000020830","ENSMUSG00000020830","Vmo1"
"ENSMUSG00000046811","ENSMUSG00000046811","Gltpd2"
"ENSMUSG00000018286","ENSMUSG00000018286","Psmb6"
"ENSMUSG00000109833","ENSMUSG00000109833","Gm45573"
"ENSMUSG00000020828","ENSMUSG00000020828","Pld2"
"ENSMUSG00000020827","ENSMUSG00000020827","Mink1"
"ENSMUSG00000086976","ENSMUSG00000086976","Gm12316"
"ENSMUSG00000014609","ENSMUSG00000014609","Chrne"
"ENSMUSG00000087279","ENSMUSG00000087279","4930544D05Rik"
"ENSMUSG00000085952","ENSMUSG00000085952","Gm12315"
"ENSMUSG00000050675","ENSMUSG00000050675","Gp1ba"
"ENSMUSG00000014606","ENSMUSG00000014606","Slc25a11"
